"censusdate","abundance","scientificname"
2009-03-21,0,"Sigmodon fulviventer"
2009-03-21,0,"Sigmodon hispidus"
2009-03-21,0,"Sigmodon ochrognathus"
2009-04-26,2,"Baiomys taylori"
2009-04-26,16,"Dipodomys merriami"
2009-04-26,25,"Dipodomys ordii"
2009-04-26,0,"Dipodomys spectabilis"
2009-04-26,3,"Neotoma albigula"
2009-04-26,1,"Onychomys leucogaster"
2009-04-26,4,"Onychomys torridus"
2009-04-26,10,"Chaetodipus baileyi"
2009-04-26,0,"Peromyscus eremicus"
2009-04-26,1,"Perognathus flavus"
2009-04-26,0,"Chaetodipus hispidus"
2009-04-26,0,"Chaetodipus intermedius"
2009-04-26,0,"Peromyscus leucopus"
2009-04-26,0,"Peromyscus maniculatus"
2009-04-26,25,"Chaetodipus penicillatus"
2009-04-26,0,"Reithrodontomys fulvescens"
2009-04-26,0,"Reithrodontomys megalotis"
2009-04-26,0,"Reithrodontomys montanus"
2009-04-26,2,"Sigmodon fulviventer"
2009-04-26,0,"Sigmodon hispidus"
2009-04-26,0,"Sigmodon ochrognathus"
2009-05-23,2,"Baiomys taylori"
2009-05-23,20,"Dipodomys merriami"
2009-05-23,28,"Dipodomys ordii"
2009-05-23,0,"Dipodomys spectabilis"
2009-05-23,1,"Neotoma albigula"
2009-05-23,1,"Onychomys leucogaster"
2009-05-23,2,"Onychomys torridus"
2009-05-23,11,"Chaetodipus baileyi"
2009-05-23,1,"Peromyscus eremicus"
2009-05-23,3,"Perognathus flavus"
2009-05-23,0,"Chaetodipus hispidus"
2009-05-23,0,"Chaetodipus intermedius"
2009-05-23,0,"Peromyscus leucopus"
2009-05-23,0,"Peromyscus maniculatus"
2009-05-23,28,"Chaetodipus penicillatus"
2009-05-23,0,"Reithrodontomys fulvescens"
2009-05-23,0,"Reithrodontomys megalotis"
2009-05-23,0,"Reithrodontomys montanus"
2009-05-23,1,"Sigmodon fulviventer"
2009-05-23,0,"Sigmodon hispidus"
2009-05-23,0,"Sigmodon ochrognathus"
2009-06-20,1,"Baiomys taylori"
2009-06-20,14,"Dipodomys merriami"
2009-06-20,24,"Dipodomys ordii"
2009-06-20,1,"Dipodomys spectabilis"
2009-06-20,2,"Neotoma albigula"
2009-06-20,0,"Onychomys leucogaster"
2009-06-20,1,"Onychomys torridus"
2009-06-20,13,"Chaetodipus baileyi"
2009-06-20,0,"Peromyscus eremicus"
2009-06-20,0,"Perognathus flavus"
2009-06-20,0,"Chaetodipus hispidus"
2009-06-20,0,"Chaetodipus intermedius"
2009-06-20,0,"Peromyscus leucopus"
2009-06-20,0,"Peromyscus maniculatus"
2009-06-20,37,"Chaetodipus penicillatus"
2009-06-20,0,"Reithrodontomys fulvescens"
2009-06-20,0,"Reithrodontomys megalotis"
2009-06-20,0,"Reithrodontomys montanus"
2009-06-20,1,"Sigmodon fulviventer"
2009-06-20,0,"Sigmodon hispidus"
2009-06-20,0,"Sigmodon ochrognathus"
2009-07-29,1,"Baiomys taylori"
2009-07-29,15,"Dipodomys merriami"
2009-07-29,18,"Dipodomys ordii"
2009-07-29,2,"Dipodomys spectabilis"
2009-07-29,1,"Neotoma albigula"
2009-07-29,1,"Onychomys leucogaster"
2009-07-29,1,"Onychomys torridus"
2009-07-29,9,"Chaetodipus baileyi"
2009-07-29,0,"Peromyscus eremicus"
2009-07-29,0,"Perognathus flavus"
2009-07-29,0,"Chaetodipus hispidus"
2009-07-29,0,"Chaetodipus intermedius"
2009-07-29,0,"Peromyscus leucopus"
2009-07-29,0,"Peromyscus maniculatus"
2009-07-29,30,"Chaetodipus penicillatus"
2009-07-29,0,"Reithrodontomys fulvescens"
2009-07-29,0,"Reithrodontomys megalotis"
2009-07-29,0,"Reithrodontomys montanus"
2009-07-29,0,"Sigmodon fulviventer"
2009-07-29,0,"Sigmodon hispidus"
2009-07-29,0,"Sigmodon ochrognathus"
2009-08-22,0,"Baiomys taylori"
2009-08-22,14,"Dipodomys merriami"
2009-08-22,13,"Dipodomys ordii"
2009-08-22,2,"Dipodomys spectabilis"
2009-08-22,2,"Neotoma albigula"
2009-08-22,0,"Onychomys leucogaster"
2009-08-22,2,"Onychomys torridus"
2009-08-22,7,"Chaetodipus baileyi"
2009-08-22,1,"Peromyscus eremicus"
2009-08-22,0,"Perognathus flavus"
2009-08-22,0,"Chaetodipus hispidus"
2009-08-22,0,"Chaetodipus intermedius"
2009-08-22,0,"Peromyscus leucopus"
2009-08-22,0,"Peromyscus maniculatus"
2009-08-22,14,"Chaetodipus penicillatus"
2009-08-22,0,"Reithrodontomys fulvescens"
2009-08-22,0,"Reithrodontomys megalotis"
2009-08-22,0,"Reithrodontomys montanus"
2009-08-22,0,"Sigmodon fulviventer"
2009-08-22,0,"Sigmodon hispidus"
2009-08-22,0,"Sigmodon ochrognathus"
2009-09-19,0,"Baiomys taylori"
2009-09-19,13,"Dipodomys merriami"
2009-09-19,5,"Dipodomys ordii"
2009-09-19,3,"Dipodomys spectabilis"
2009-09-19,2,"Neotoma albigula"
2009-09-19,1,"Onychomys leucogaster"
2009-09-19,3,"Onychomys torridus"
2009-09-19,4,"Chaetodipus baileyi"
2009-09-19,0,"Peromyscus eremicus"
2009-09-19,0,"Perognathus flavus"
2009-09-19,0,"Chaetodipus hispidus"
2009-09-19,0,"Chaetodipus intermedius"
2009-09-19,0,"Peromyscus leucopus"
2009-09-19,0,"Peromyscus maniculatus"
2009-09-19,2,"Chaetodipus penicillatus"
2009-09-19,0,"Reithrodontomys fulvescens"
2009-09-19,0,"Reithrodontomys megalotis"
2009-09-19,0,"Reithrodontomys montanus"
2009-09-19,0,"Sigmodon fulviventer"
2009-09-19,0,"Sigmodon hispidus"
2009-09-19,0,"Sigmodon ochrognathus"
2009-10-17,0,"Baiomys taylori"
2009-10-17,10,"Dipodomys merriami"
2009-10-17,3,"Dipodomys ordii"
2009-10-17,2,"Dipodomys spectabilis"
2009-10-17,1,"Neotoma albigula"
2009-10-17,0,"Onychomys leucogaster"
2009-10-17,2,"Onychomys torridus"
2009-10-17,4,"Chaetodipus baileyi"
2009-10-17,0,"Peromyscus eremicus"
2009-10-17,0,"Perognathus flavus"
2009-10-17,0,"Chaetodipus hispidus"
2009-10-17,0,"Chaetodipus intermedius"
2009-10-17,0,"Peromyscus leucopus"
2009-10-17,0,"Peromyscus maniculatus"
2009-10-17,1,"Chaetodipus penicillatus"
2009-10-17,0,"Reithrodontomys fulvescens"
2009-10-17,0,"Reithrodontomys megalotis"
2009-10-17,0,"Reithrodontomys montanus"
2009-10-17,0,"Sigmodon fulviventer"
2009-10-17,0,"Sigmodon hispidus"
2009-10-17,0,"Sigmodon ochrognathus"
2009-11-14,0,"Baiomys taylori"
2009-11-14,10,"Dipodomys merriami"
2009-11-14,1,"Dipodomys ordii"
2009-11-14,2,"Dipodomys spectabilis"
2009-11-14,0,"Neotoma albigula"
2009-11-14,2,"Onychomys leucogaster"
2009-11-14,3,"Onychomys torridus"
2009-11-14,3,"Chaetodipus baileyi"
2009-11-14,0,"Peromyscus eremicus"
2009-11-14,0,"Perognathus flavus"
2009-11-14,0,"Chaetodipus hispidus"
2009-11-14,0,"Chaetodipus intermedius"
2009-11-14,0,"Peromyscus leucopus"
2009-11-14,0,"Peromyscus maniculatus"
2009-11-14,1,"Chaetodipus penicillatus"
2009-11-14,0,"Reithrodontomys fulvescens"
2009-11-14,0,"Reithrodontomys megalotis"
2009-11-14,0,"Reithrodontomys montanus"
2009-11-14,0,"Sigmodon fulviventer"
2009-11-14,0,"Sigmodon hispidus"
2009-11-14,0,"Sigmodon ochrognathus"
2009-12-12,0,"Baiomys taylori"
2009-12-12,10,"Dipodomys merriami"
2009-12-12,1,"Dipodomys ordii"
2009-12-12,2,"Dipodomys spectabilis"
2009-12-12,1,"Neotoma albigula"
2009-12-12,0,"Onychomys leucogaster"
2009-12-12,1,"Onychomys torridus"
2009-12-12,2,"Chaetodipus baileyi"
2009-12-12,1,"Peromyscus eremicus"
2009-12-12,0,"Perognathus flavus"
2009-12-12,0,"Chaetodipus hispidus"
2009-12-12,0,"Chaetodipus intermedius"
2009-12-12,0,"Peromyscus leucopus"
2009-12-12,0,"Peromyscus maniculatus"
2009-12-12,0,"Chaetodipus penicillatus"
2009-12-12,0,"Reithrodontomys fulvescens"
2009-12-12,0,"Reithrodontomys megalotis"
2009-12-12,0,"Reithrodontomys montanus"
2009-12-12,0,"Sigmodon fulviventer"
2009-12-12,0,"Sigmodon hispidus"
2009-12-12,0,"Sigmodon ochrognathus"
2010-01-16,0,"Baiomys taylori"
2010-01-16,11,"Dipodomys merriami"
2010-01-16,0,"Dipodomys ordii"
2010-01-16,1,"Dipodomys spectabilis"
2010-01-16,0,"Neotoma albigula"
2010-01-16,0,"Onychomys leucogaster"
2010-01-16,2,"Onychomys torridus"
2010-01-16,1,"Chaetodipus baileyi"
2010-01-16,0,"Peromyscus eremicus"
2010-01-16,0,"Perognathus flavus"
2010-01-16,0,"Chaetodipus hispidus"
2010-01-16,0,"Chaetodipus intermedius"
2010-01-16,0,"Peromyscus leucopus"
2010-01-16,0,"Peromyscus maniculatus"
2010-01-16,0,"Chaetodipus penicillatus"
2010-01-16,0,"Reithrodontomys fulvescens"
2010-01-16,0,"Reithrodontomys megalotis"
2010-01-16,0,"Reithrodontomys montanus"
2010-01-16,0,"Sigmodon fulviventer"
2010-01-16,0,"Sigmodon hispidus"
2010-01-16,0,"Sigmodon ochrognathus"
2010-02-13,0,"Baiomys taylori"
2010-02-13,13,"Dipodomys merriami"
2010-02-13,1,"Dipodomys ordii"
2010-02-13,1,"Dipodomys spectabilis"
2010-02-13,1,"Neotoma albigula"
2010-02-13,1,"Onychomys leucogaster"
2010-02-13,1,"Onychomys torridus"
2010-02-13,3,"Chaetodipus baileyi"
2010-02-13,0,"Peromyscus eremicus"
2010-02-13,0,"Perognathus flavus"
2010-02-13,0,"Chaetodipus hispidus"
2010-02-13,0,"Chaetodipus intermedius"
2010-02-13,0,"Peromyscus leucopus"
2010-02-13,0,"Peromyscus maniculatus"
2010-02-13,1,"Chaetodipus penicillatus"
2010-02-13,0,"Reithrodontomys fulvescens"
2010-02-13,0,"Reithrodontomys megalotis"
2010-02-13,0,"Reithrodontomys montanus"
2010-02-13,0,"Sigmodon fulviventer"
2010-02-13,0,"Sigmodon hispidus"
2010-02-13,0,"Sigmodon ochrognathus"
2010-03-13,0,"Baiomys taylori"
2010-03-13,12,"Dipodomys merriami"
2010-03-13,1,"Dipodomys ordii"
2010-03-13,0,"Dipodomys spectabilis"
2010-03-13,0,"Neotoma albigula"
2010-03-13,0,"Onychomys leucogaster"
2010-03-13,0,"Onychomys torridus"
2010-03-13,3,"Chaetodipus baileyi"
2010-03-13,0,"Peromyscus eremicus"
2010-03-13,0,"Perognathus flavus"
2010-03-13,0,"Chaetodipus hispidus"
2010-03-13,0,"Chaetodipus intermedius"
2010-03-13,0,"Peromyscus leucopus"
2010-03-13,0,"Peromyscus maniculatus"
2010-03-13,2,"Chaetodipus penicillatus"
2010-03-13,0,"Reithrodontomys fulvescens"
2010-03-13,0,"Reithrodontomys megalotis"
2010-03-13,0,"Reithrodontomys montanus"
2010-03-13,0,"Sigmodon fulviventer"
2010-03-13,0,"Sigmodon hispidus"
2010-03-13,0,"Sigmodon ochrognathus"
2010-04-17,0,"Baiomys taylori"
2010-04-17,16,"Dipodomys merriami"
2010-04-17,1,"Dipodomys ordii"
2010-04-17,0,"Dipodomys spectabilis"
2010-04-17,0,"Neotoma albigula"
2010-04-17,0,"Onychomys leucogaster"
2010-04-17,1,"Onychomys torridus"
2010-04-17,1,"Chaetodipus baileyi"
2010-04-17,0,"Peromyscus eremicus"
2010-04-17,0,"Perognathus flavus"
2010-04-17,0,"Chaetodipus hispidus"
2010-04-17,0,"Chaetodipus intermedius"
2010-04-17,0,"Peromyscus leucopus"
2010-04-17,0,"Peromyscus maniculatus"
2010-04-17,9,"Chaetodipus penicillatus"
2010-04-17,0,"Reithrodontomys fulvescens"
2010-04-17,0,"Reithrodontomys megalotis"
2010-04-17,0,"Reithrodontomys montanus"
2010-04-17,0,"Sigmodon fulviventer"
2010-04-17,0,"Sigmodon hispidus"
2010-04-17,0,"Sigmodon ochrognathus"
2010-05-15,0,"Baiomys taylori"
2010-05-15,21,"Dipodomys merriami"
2010-05-15,1,"Dipodomys ordii"
2010-05-15,0,"Dipodomys spectabilis"
2010-05-15,0,"Neotoma albigula"
2010-05-15,0,"Onychomys leucogaster"
2010-05-15,0,"Onychomys torridus"
2010-05-15,1,"Chaetodipus baileyi"
2010-05-15,0,"Peromyscus eremicus"
2010-05-15,0,"Perognathus flavus"
2010-05-15,0,"Chaetodipus hispidus"
2010-05-15,0,"Chaetodipus intermedius"
2010-05-15,0,"Peromyscus leucopus"
2010-05-15,0,"Peromyscus maniculatus"
2010-05-15,12,"Chaetodipus penicillatus"
2010-05-15,0,"Reithrodontomys fulvescens"
2010-05-15,0,"Reithrodontomys megalotis"
2010-05-15,0,"Reithrodontomys montanus"
2010-05-15,0,"Sigmodon fulviventer"
2010-05-15,0,"Sigmodon hispidus"
2010-05-15,0,"Sigmodon ochrognathus"
2010-07-10,0,"Baiomys taylori"
2010-07-10,15,"Dipodomys merriami"
2010-07-10,1,"Dipodomys ordii"
2010-07-10,0,"Dipodomys spectabilis"
2010-07-10,0,"Neotoma albigula"
2010-07-10,0,"Onychomys leucogaster"
2010-07-10,2,"Onychomys torridus"
2010-07-10,2,"Chaetodipus baileyi"
2010-07-10,0,"Peromyscus eremicus"
2010-07-10,0,"Perognathus flavus"
2010-07-10,0,"Chaetodipus hispidus"
2010-07-10,0,"Chaetodipus intermedius"
2010-07-10,0,"Peromyscus leucopus"
2010-07-10,0,"Peromyscus maniculatus"
2010-07-10,20,"Chaetodipus penicillatus"
2010-07-10,0,"Reithrodontomys fulvescens"
2010-07-10,0,"Reithrodontomys megalotis"
2010-07-10,0,"Reithrodontomys montanus"
2010-07-10,0,"Sigmodon fulviventer"
2010-07-10,0,"Sigmodon hispidus"
2010-07-10,0,"Sigmodon ochrognathus"
2010-09-05,0,"Baiomys taylori"
2010-09-05,15,"Dipodomys merriami"
2010-09-05,3,"Dipodomys ordii"
2010-09-05,0,"Dipodomys spectabilis"
2010-09-05,1,"Neotoma albigula"
2010-09-05,0,"Onychomys leucogaster"
2010-09-05,0,"Onychomys torridus"
2010-09-05,0,"Chaetodipus baileyi"
2010-09-05,0,"Peromyscus eremicus"
2010-09-05,0,"Perognathus flavus"
2010-09-05,0,"Chaetodipus hispidus"
2010-09-05,0,"Chaetodipus intermedius"
2010-09-05,0,"Peromyscus leucopus"
2010-09-05,0,"Peromyscus maniculatus"
2010-09-05,54,"Chaetodipus penicillatus"
2010-09-05,0,"Reithrodontomys fulvescens"
2010-09-05,0,"Reithrodontomys megalotis"
2010-09-05,0,"Reithrodontomys montanus"
2010-09-05,0,"Sigmodon fulviventer"
2010-09-05,0,"Sigmodon hispidus"
2010-09-05,0,"Sigmodon ochrognathus"
2010-11-06,0,"Baiomys taylori"
2010-11-06,18,"Dipodomys merriami"
2010-11-06,2,"Dipodomys ordii"
2010-11-06,0,"Dipodomys spectabilis"
2010-11-06,0,"Neotoma albigula"
2010-11-06,0,"Onychomys leucogaster"
2010-11-06,0,"Onychomys torridus"
2010-11-06,0,"Chaetodipus baileyi"
2010-11-06,0,"Peromyscus eremicus"
2010-11-06,1,"Perognathus flavus"
2010-11-06,0,"Chaetodipus hispidus"
2010-11-06,0,"Chaetodipus intermedius"
2010-11-06,0,"Peromyscus leucopus"
2010-11-06,0,"Peromyscus maniculatus"
2010-11-06,16,"Chaetodipus penicillatus"
2010-11-06,0,"Reithrodontomys fulvescens"
2010-11-06,0,"Reithrodontomys megalotis"
2010-11-06,0,"Reithrodontomys montanus"
2010-11-06,0,"Sigmodon fulviventer"
2010-11-06,0,"Sigmodon hispidus"
2010-11-06,0,"Sigmodon ochrognathus"
2011-01-05,0,"Baiomys taylori"
2011-01-05,23,"Dipodomys merriami"
2011-01-05,6,"Dipodomys ordii"
2011-01-05,0,"Dipodomys spectabilis"
2011-01-05,0,"Neotoma albigula"
2011-01-05,0,"Onychomys leucogaster"
2011-01-05,3,"Onychomys torridus"
2011-01-05,0,"Chaetodipus baileyi"
2011-01-05,0,"Peromyscus eremicus"
2011-01-05,0,"Perognathus flavus"
2011-01-05,0,"Chaetodipus hispidus"
2011-01-05,0,"Chaetodipus intermedius"
2011-01-05,0,"Peromyscus leucopus"
2011-01-05,0,"Peromyscus maniculatus"
2011-01-05,1,"Chaetodipus penicillatus"
2011-01-05,0,"Reithrodontomys fulvescens"
2011-01-05,0,"Reithrodontomys megalotis"
2011-01-05,0,"Reithrodontomys montanus"
2011-01-05,0,"Sigmodon fulviventer"
2011-01-05,0,"Sigmodon hispidus"
2011-01-05,0,"Sigmodon ochrognathus"
2011-02-05,0,"Baiomys taylori"
2011-02-05,20,"Dipodomys merriami"
2011-02-05,2,"Dipodomys ordii"
2011-02-05,0,"Dipodomys spectabilis"
2011-02-05,0,"Neotoma albigula"
2011-02-05,1,"Onychomys leucogaster"
2011-02-05,1,"Onychomys torridus"
2011-02-05,0,"Chaetodipus baileyi"
2011-02-05,0,"Peromyscus eremicus"
2011-02-05,0,"Perognathus flavus"
2011-02-05,0,"Chaetodipus hispidus"
2011-02-05,0,"Chaetodipus intermedius"
2011-02-05,0,"Peromyscus leucopus"
2011-02-05,0,"Peromyscus maniculatus"
2011-02-05,0,"Chaetodipus penicillatus"
2011-02-05,0,"Reithrodontomys fulvescens"
2011-02-05,0,"Reithrodontomys megalotis"
2011-02-05,0,"Reithrodontomys montanus"
2011-02-05,0,"Sigmodon fulviventer"
2011-02-05,0,"Sigmodon hispidus"
2011-02-05,0,"Sigmodon ochrognathus"
2011-03-14,0,"Baiomys taylori"
2011-03-14,19,"Dipodomys merriami"
2011-03-14,3,"Dipodomys ordii"
2011-03-14,0,"Dipodomys spectabilis"
2011-03-14,0,"Neotoma albigula"
2011-03-14,1,"Onychomys leucogaster"
2011-03-14,1,"Onychomys torridus"
2011-03-14,0,"Chaetodipus baileyi"
2011-03-14,0,"Peromyscus eremicus"
2011-03-14,0,"Perognathus flavus"
2011-03-14,0,"Chaetodipus hispidus"
2011-03-14,0,"Chaetodipus intermedius"
2011-03-14,0,"Peromyscus leucopus"
2011-03-14,0,"Peromyscus maniculatus"
2011-03-14,2,"Chaetodipus penicillatus"
2011-03-14,0,"Reithrodontomys fulvescens"
2011-03-14,0,"Reithrodontomys megalotis"
2011-03-14,0,"Reithrodontomys montanus"
2011-03-14,0,"Sigmodon fulviventer"
2011-03-14,0,"Sigmodon hispidus"
2011-03-14,0,"Sigmodon ochrognathus"
2011-04-02,0,"Baiomys taylori"
2011-04-02,21,"Dipodomys merriami"
2011-04-02,6,"Dipodomys ordii"
2011-04-02,0,"Dipodomys spectabilis"
2011-04-02,0,"Neotoma albigula"
2011-04-02,0,"Onychomys leucogaster"
2011-04-02,1,"Onychomys torridus"
2011-04-02,0,"Chaetodipus baileyi"
2011-04-02,0,"Peromyscus eremicus"
2011-04-02,1,"Perognathus flavus"
2011-04-02,0,"Chaetodipus hispidus"
2011-04-02,0,"Chaetodipus intermedius"
2011-04-02,0,"Peromyscus leucopus"
2011-04-02,0,"Peromyscus maniculatus"
2011-04-02,24,"Chaetodipus penicillatus"
2011-04-02,0,"Reithrodontomys fulvescens"
2011-04-02,0,"Reithrodontomys megalotis"
2011-04-02,0,"Reithrodontomys montanus"
2011-04-02,0,"Sigmodon fulviventer"
2011-04-02,0,"Sigmodon hispidus"
2011-04-02,0,"Sigmodon ochrognathus"
2011-05-07,0,"Baiomys taylori"
2011-05-07,23,"Dipodomys merriami"
2011-05-07,2,"Dipodomys ordii"
2011-05-07,0,"Dipodomys spectabilis"
2011-05-07,0,"Neotoma albigula"
2011-05-07,0,"Onychomys leucogaster"
2011-05-07,1,"Onychomys torridus"
2011-05-07,0,"Chaetodipus baileyi"
2011-05-07,0,"Peromyscus eremicus"
2011-05-07,1,"Perognathus flavus"
2011-05-07,0,"Chaetodipus hispidus"
2011-05-07,0,"Chaetodipus intermedius"
2011-05-07,0,"Peromyscus leucopus"
2011-05-07,0,"Peromyscus maniculatus"
2011-05-07,37,"Chaetodipus penicillatus"
2011-05-07,0,"Reithrodontomys fulvescens"
2011-05-07,0,"Reithrodontomys megalotis"
2011-05-07,0,"Reithrodontomys montanus"
2011-05-07,0,"Sigmodon fulviventer"
2011-05-07,0,"Sigmodon hispidus"
2011-05-07,0,"Sigmodon ochrognathus"
2011-07-02,0,"Baiomys taylori"
2011-07-02,11,"Dipodomys merriami"
2011-07-02,2,"Dipodomys ordii"
2011-07-02,0,"Dipodomys spectabilis"
2011-07-02,0,"Neotoma albigula"
2011-07-02,0,"Onychomys leucogaster"
2011-07-02,0,"Onychomys torridus"
2011-07-02,1,"Chaetodipus baileyi"
2011-07-02,0,"Peromyscus eremicus"
2011-07-02,0,"Perognathus flavus"
2011-07-02,0,"Chaetodipus hispidus"
2011-07-02,0,"Chaetodipus intermedius"
2011-07-02,0,"Peromyscus leucopus"
2011-07-02,0,"Peromyscus maniculatus"
2011-07-02,34,"Chaetodipus penicillatus"
2011-07-02,0,"Reithrodontomys fulvescens"
2011-07-02,0,"Reithrodontomys megalotis"
2011-07-02,0,"Reithrodontomys montanus"
2011-07-02,0,"Sigmodon fulviventer"
2011-07-02,0,"Sigmodon hispidus"
2011-07-02,0,"Sigmodon ochrognathus"
2011-08-06,0,"Baiomys taylori"
2011-08-06,18,"Dipodomys merriami"
2011-08-06,2,"Dipodomys ordii"
2011-08-06,0,"Dipodomys spectabilis"
2011-08-06,0,"Neotoma albigula"
2011-08-06,0,"Onychomys leucogaster"
2011-08-06,0,"Onychomys torridus"
2011-08-06,0,"Chaetodipus baileyi"
2011-08-06,0,"Peromyscus eremicus"
2011-08-06,0,"Perognathus flavus"
2011-08-06,0,"Chaetodipus hispidus"
2011-08-06,0,"Chaetodipus intermedius"
2011-08-06,0,"Peromyscus leucopus"
2011-08-06,0,"Peromyscus maniculatus"
2011-08-06,54,"Chaetodipus penicillatus"
2011-08-06,0,"Reithrodontomys fulvescens"
2011-08-06,0,"Reithrodontomys megalotis"
2011-08-06,0,"Reithrodontomys montanus"
2011-08-06,0,"Sigmodon fulviventer"
2011-08-06,0,"Sigmodon hispidus"
2011-08-06,0,"Sigmodon ochrognathus"
2011-08-27,0,"Baiomys taylori"
2011-08-27,14,"Dipodomys merriami"
2011-08-27,0,"Dipodomys ordii"
2011-08-27,0,"Dipodomys spectabilis"
2011-08-27,0,"Neotoma albigula"
2011-08-27,0,"Onychomys leucogaster"
2011-08-27,0,"Onychomys torridus"
2011-08-27,0,"Chaetodipus baileyi"
2011-08-27,0,"Peromyscus eremicus"
2011-08-27,0,"Perognathus flavus"
2011-08-27,0,"Chaetodipus hispidus"
2011-08-27,0,"Chaetodipus intermedius"
2011-08-27,0,"Peromyscus leucopus"
2011-08-27,0,"Peromyscus maniculatus"
2011-08-27,61,"Chaetodipus penicillatus"
2011-08-27,0,"Reithrodontomys fulvescens"
2011-08-27,0,"Reithrodontomys megalotis"
2011-08-27,0,"Reithrodontomys montanus"
2011-08-27,0,"Sigmodon fulviventer"
2011-08-27,0,"Sigmodon hispidus"
2011-08-27,0,"Sigmodon ochrognathus"
2011-10-01,0,"Baiomys taylori"
2011-10-01,15,"Dipodomys merriami"
2011-10-01,0,"Dipodomys ordii"
2011-10-01,0,"Dipodomys spectabilis"
2011-10-01,0,"Neotoma albigula"
2011-10-01,0,"Onychomys leucogaster"
2011-10-01,2,"Onychomys torridus"
2011-10-01,1,"Chaetodipus baileyi"
2011-10-01,0,"Peromyscus eremicus"
2011-10-01,0,"Perognathus flavus"
2011-10-01,0,"Chaetodipus hispidus"
2011-10-01,0,"Chaetodipus intermedius"
2011-10-01,0,"Peromyscus leucopus"
2011-10-01,0,"Peromyscus maniculatus"
2011-10-01,77,"Chaetodipus penicillatus"
2011-10-01,0,"Reithrodontomys fulvescens"
2011-10-01,0,"Reithrodontomys megalotis"
2011-10-01,0,"Reithrodontomys montanus"
2011-10-01,0,"Sigmodon fulviventer"
2011-10-01,0,"Sigmodon hispidus"
2011-10-01,0,"Sigmodon ochrognathus"
2011-10-22,0,"Baiomys taylori"
2011-10-22,17,"Dipodomys merriami"
2011-10-22,0,"Dipodomys ordii"
2011-10-22,0,"Dipodomys spectabilis"
2011-10-22,0,"Neotoma albigula"
2011-10-22,0,"Onychomys leucogaster"
2011-10-22,4,"Onychomys torridus"
2011-10-22,1,"Chaetodipus baileyi"
2011-10-22,1,"Peromyscus eremicus"
2011-10-22,1,"Perognathus flavus"
2011-10-22,0,"Chaetodipus hispidus"
2011-10-22,0,"Chaetodipus intermedius"
2011-10-22,0,"Peromyscus leucopus"
2011-10-22,0,"Peromyscus maniculatus"
2011-10-22,81,"Chaetodipus penicillatus"
2011-10-22,0,"Reithrodontomys fulvescens"
2011-10-22,0,"Reithrodontomys megalotis"
2011-10-22,0,"Reithrodontomys montanus"
2011-10-22,0,"Sigmodon fulviventer"
2011-10-22,0,"Sigmodon hispidus"
2011-10-22,0,"Sigmodon ochrognathus"
2012-01-21,0,"Baiomys taylori"
2012-01-21,32,"Dipodomys merriami"
2012-01-21,2,"Dipodomys ordii"
2012-01-21,0,"Dipodomys spectabilis"
2012-01-21,0,"Neotoma albigula"
2012-01-21,5,"Onychomys leucogaster"
2012-01-21,1,"Onychomys torridus"
2012-01-21,2,"Chaetodipus baileyi"
2012-01-21,8,"Peromyscus eremicus"
2012-01-21,2,"Perognathus flavus"
2012-01-21,0,"Chaetodipus hispidus"
2012-01-21,0,"Chaetodipus intermedius"
2012-01-21,0,"Peromyscus leucopus"
2012-01-21,0,"Peromyscus maniculatus"
2012-01-21,4,"Chaetodipus penicillatus"
2012-01-21,0,"Reithrodontomys fulvescens"
2012-01-21,1,"Reithrodontomys megalotis"
2012-01-21,1,"Reithrodontomys montanus"
2012-01-21,0,"Sigmodon fulviventer"
2012-01-21,0,"Sigmodon hispidus"
2012-01-21,0,"Sigmodon ochrognathus"
2012-02-19,0,"Baiomys taylori"
2012-02-19,28,"Dipodomys merriami"
2012-02-19,1,"Dipodomys ordii"
2012-02-19,0,"Dipodomys spectabilis"
2012-02-19,0,"Neotoma albigula"
2012-02-19,6,"Onychomys leucogaster"
2012-02-19,1,"Onychomys torridus"
2012-02-19,2,"Chaetodipus baileyi"
2012-02-19,2,"Peromyscus eremicus"
2012-02-19,6,"Perognathus flavus"
2012-02-19,0,"Chaetodipus hispidus"
2012-02-19,0,"Chaetodipus intermedius"
2012-02-19,0,"Peromyscus leucopus"
2012-02-19,0,"Peromyscus maniculatus"
2012-02-19,13,"Chaetodipus penicillatus"
2012-02-19,0,"Reithrodontomys fulvescens"
2012-02-19,2,"Reithrodontomys megalotis"
2012-02-19,1,"Reithrodontomys montanus"
2012-02-19,0,"Sigmodon fulviventer"
2012-02-19,0,"Sigmodon hispidus"
2012-02-19,0,"Sigmodon ochrognathus"
2012-03-12,0,"Baiomys taylori"
2012-03-12,29,"Dipodomys merriami"
2012-03-12,3,"Dipodomys ordii"
2012-03-12,0,"Dipodomys spectabilis"
2012-03-12,0,"Neotoma albigula"
2012-03-12,3,"Onychomys leucogaster"
2012-03-12,0,"Onychomys torridus"
2012-03-12,3,"Chaetodipus baileyi"
2012-03-12,4,"Peromyscus eremicus"
2012-03-12,5,"Perognathus flavus"
2012-03-12,0,"Chaetodipus hispidus"
2012-03-12,0,"Chaetodipus intermedius"
2012-03-12,0,"Peromyscus leucopus"
2012-03-12,0,"Peromyscus maniculatus"
2012-03-12,31,"Chaetodipus penicillatus"
